존타입,존ID,존이름,레벨범위,몬스터NPC_ID,몬스터이름,몬스터레벨,몬스터HP,드롭아이템ID,드롭아이템이름,아이템종류,아이템분류,스탯,클래스,특수효과,드롭확률,드롭확률(%),최소수량,최대수량
던전,dg_78,상아탑,13~55,46170,상급 돌 골렘,50,875,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_78,상아탑,13~55,46173,리빙 아머,53,983,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_78,상아탑,13~55,46174,상급 리빙 아머,54,1021,a_20230,붉은 기사의 방패,방어구,방패,AC-2,K,"안전+6, Lv30~",0.01,1%,1,1
던전,dg_78,상아탑,13~55,46174,상급 리빙 아머,54,1021,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,1800,7200
던전,dg_78,상아탑,13~55,99068,기란 돌 골렘,53,2100,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,280,980
던전,dg_78,상아탑,13~55,99069,기란 그렘린,53,380,,(드롭 없음),,,,,,,,,
던전,dg_73,얼음 수정 동굴,14~52,45294,시련의 설인,30,400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,153,254
던전,dg_73,얼음 수정 동굴,14~52,81043,시련의 잔인한 설인,30,400,,(드롭 없음),,,,,,,,,
던전,dg_73,얼음 수정 동굴,14~52,45133,눈사람,14,80,transform_scroll,변신주문서,소비,주문서,,KEW,,0.05,5%,1,1
던전,dg_73,얼음 수정 동굴,14~52,45133,눈사람,14,80,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,41,78
던전,dg_73,얼음 수정 동굴,14~52,46129,스노우 맨,37,444,,(드롭 없음),,,,,,,,,
던전,dg_73,얼음 수정 동굴,14~52,45207,아이스 맨,26,200,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,118,198
던전,dg_73,얼음 수정 동굴,14~52,46134,상급 아이스 맨,48,586,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,80,150
던전,dg_73,얼음 수정 동굴,14~52,46133,아이스 골렘,47,573,,(드롭 없음),,,,,,,,,
던전,dg_73,얼음 수정 동굴,14~52,46153,에티,49,598,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,50,130
던전,dg_73,얼음 수정 동굴,14~52,46135,얼음 여왕 근위병,50,610,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,80,150
던전,dg_73,얼음 수정 동굴,14~52,46138,얼음 여왕 근위병,50,560,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,80,150
던전,dg_73,얼음 수정 동굴,14~52,46144,상급 얼음 여왕 근위병,52,642,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,80,150
던전,dg_73,얼음 수정 동굴,14~52,46145,상급 얼음 여왕 근위병,52,642,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,80,150
던전,dg_73,얼음 수정 동굴,14~52,46146,상급 얼음 여왕 근위병,52,642,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,80,150
던전,dg_73,얼음 수정 동굴,14~52,46147,상급 얼음 여왕 근위병,52,642,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,80,150
던전,dg_73,얼음 수정 동굴,14~52,46148,상급 얼음 여왕 근위병,52,642,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,80,150
던전,dg_430,심연의 소굴,40~55,45501,심연의 구울,45,2400,a_20289,심연의 반지,방어구,반지,AC0,KEW,"안전+0, MPR1, 수면내성8",0.01,1%,1,1
던전,dg_430,심연의 소굴,40~55,45501,심연의 구울,45,2400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,333,536
던전,dg_430,심연의 소굴,40~55,45502,심연의 궁수,45,600,a_20289,심연의 반지,방어구,반지,AC0,KEW,"안전+0, MPR1, 수면내성8",0.01,1%,1,1
던전,dg_430,심연의 소굴,40~55,45502,심연의 궁수,45,600,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,333,536
던전,dg_430,심연의 소굴,40~55,45591,심연의 수령,55,1800,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,493,786
던전,dg_430,심연의 소굴,40~55,45592,심연의 지령,55,1800,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,493,786
던전,dg_430,심연의 소굴,40~55,45593,심연의 풍령,55,1800,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,493,786
던전,dg_430,심연의 소굴,40~55,45594,심연의 화령,55,1800,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,493,786
던전,dg_430,심연의 소굴,40~55,45500,수령의 주인,45,1400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,333,536
던전,dg_430,심연의 소굴,40~55,45508,지령의 주인,45,1400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,333,536
던전,dg_430,심연의 소굴,40~55,45510,풍령의 주인,45,1400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,333,536
던전,dg_430,심연의 소굴,40~55,45511,화령의 주인,45,1400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,333,536
던전,dg_430,심연의 소굴,40~55,45539,씽,50,2400,a_20289,심연의 반지,방어구,반지,AC0,KEW,"안전+0, MPR1, 수면내성8",0.02,2%,1,1
던전,dg_430,심연의 소굴,40~55,45539,씽,50,2400,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,409,654
던전,dg_430,심연의 소굴,40~55,45416,대지의 이빨,40,1200,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,265,429
던전,dg_430,심연의 소굴,40~55,45418,바람의 이빨,40,1200,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,265,429
던전,dg_430,심연의 소굴,40~55,45419,빙하의 이빨,40,1200,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,265,429
던전,dg_430,심연의 소굴,40~55,45424,화염의 이빨,40,1200,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,265,429
던전,dg_780,테베 사막,23~50,46107,테베 만드라고라,23,280,,(드롭 없음),,,,,,,,,
던전,dg_780,테베 사막,23~50,46108,상급 테베 만드라고라,26,320,,(드롭 없음),,,,,,,,,
던전,dg_780,테베 사막,23~50,46109,테베 갑충 석,29,400,,(드롭 없음),,,,,,,,,
던전,dg_780,테베 사막,23~50,46110,상급 테베 갑충 석,32,480,,(드롭 없음),,,,,,,,,
던전,dg_780,테베 사막,23~50,46111,테베 칼 비스,35,480,,(드롭 없음),,,,,,,,,
던전,dg_780,테베 사막,23~50,46112,상급 테베 칼 비스,39,600,,(드롭 없음),,,,,,,,,
던전,dg_780,테베 사막,23~50,46113,테베 오벨리스크,41,700,,(드롭 없음),,,,,,,,,
던전,dg_780,테베 사막,23~50,46114,상급 테베 오벨리스크,44,800,,(드롭 없음),,,,,,,,,
던전,dg_780,테베 사막,23~50,46115,테베 스핑크스,47,880,,(드롭 없음),,,,,,,,,
던전,dg_780,테베 사막,23~50,46116,상급 테베 스핑크스,50,1120,,(드롭 없음),,,,,,,,,
던전,dg_86,은기사 지하 묘지,20~45,91180,드워프 작업자,38,650,,(드롭 없음),,,,,,,,,
던전,dg_86,은기사 지하 묘지,20~45,91181,드워프 센티넬,38,650,,(드롭 없음),,,,,,,,,
던전,dg_86,은기사 지하 묘지,20~45,91182,드워프 제너럴,45,700,,(드롭 없음),,,,,,,,,
던전,dg_86,은기사 지하 묘지,20~45,91183,드워프 주술사,45,700,,(드롭 없음),,,,,,,,,
던전,dg_86,은기사 지하 묘지,20~45,45329,산적,28,320,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,135,225
던전,dg_86,은기사 지하 묘지,20~45,45276,상급 산적,30,300,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,153,254
던전,dg_86,은기사 지하 묘지,20~45,81080,정예 산적,31,350,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,163,270
던전,dg_86,은기사 지하 묘지,20~45,45194,산적 부두목,20,500,,(드롭 없음),,,,,,,,,
던전,dg_86,은기사 지하 묘지,20~45,45324,고대의 산적,32,330,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,173,285
던전,dg_86,은기사 지하 묘지,20~45,45408,혼 켈베로스,32,350,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,253,410
던전,dg_86,은기사 지하 묘지,20~45,45341,상급 혼 켈베로스,39,600,__GOLD__,아데나(골드),재화,골드,,KEW,,1,100%,253,410
던전,dg_783,자드 섬,23~60,90502,에쿠 아즈 테,23,252,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90503,상급 에쿠 아즈 테,26,288,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90504,에쿠유카,29,360,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90505,상급 에쿠유카,32,432,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90506,에쿠 쥬라 카,35,528,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90507,상급 에쿠 쥬라 카,39,660,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90508,에쿠부라,41,840,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90509,상급 에쿠부라,44,960,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90510,에쿠엣토,47,1056,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90511,상급 에쿠엣토,50,1344,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90512,쟈도토우,50,810,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90513,상급 쟈도토우,52,1008,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90514,자드 스케,54,1440,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90515,상급 자드 스케,56,1560,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90516,자드 테오,58,1680,,(드롭 없음),,,,,,,,,
던전,dg_783,자드 섬,23~60,90517,상급 자드 테오,60,1800,,(드롭 없음),,,,,,,,,
던전,dg_1002,용의 서식지,50~70,91173,아주르 해츨링,50,2200,,(드롭 없음),,,,,,,,,
던전,dg_1002,용의 서식지,50~70,91174,크림슨 해츨링,50,2000,,(드롭 없음),,,,,,,,,
던전,dg_1002,용의 서식지,50~70,91165,스컬 드래곤,70,850,,(드롭 없음),,,,,,,,,
던전,dg_1002,용의 서식지,50~70,91157,유니 드래곤 (지),55,800,,(드롭 없음),,,,,,,,,
던전,dg_1002,용의 서식지,50~70,91158,유니 드래곤 (불),55,700,,(드롭 없음),,,,,,,,,
던전,dg_1002,용의 서식지,50~70,91159,유니 드래곤 (물),55,750,,(드롭 없음),,,,,,,,,
던전,dg_1002,용의 서식지,50~70,91160,유니 드래곤 (바람),55,750,,(드롭 없음),,,,,,,,,
던전,dg_1002,용의 서식지,50~70,91161,테라 드래곤 (땅),62,800,,(드롭 없음),,,,,,,,,
던전,dg_1002,용의 서식지,50~70,91162,테라 드래곤 (불),62,700,,(드롭 없음),,,,,,,,,
던전,dg_1002,용의 서식지,50~70,91163,테라 드래곤 (물),62,750,,(드롭 없음),,,,,,,,,
던전,dg_1002,용의 서식지,50~70,91164,테라 드래곤 (바람),62,750,,(드롭 없음),,,,,,,,,
던전,dg_1020,페르티아,63~65,91606,코트 제비,63,2600,,(드롭 없음),,,,,,,,,
던전,dg_1020,페르티아,63~65,91607,뻬루뻬루,63,2300,,(드롭 없음),,,,,,,,,
던전,dg_1020,페르티아,63~65,91608,페르 티아 가루다 A,64,3200,,(드롭 없음),,,,,,,,,
던전,dg_1020,페르티아,63~65,91609,페르 티아 가루다 B,64,4900,,(드롭 없음),,,,,,,,,
던전,dg_1020,페르티아,63~65,91610,페르 티아 가루다 C,64,5900,,(드롭 없음),,,,,,,,,
던전,dg_1020,페르티아,63~65,91611,메탈 골렘 (수),65,5000,,(드롭 없음),,,,,,,,,
던전,dg_1020,페르티아,63~65,91612,메탈 골렘 (바람),65,5000,,(드롭 없음),,,,,,,,,
던전,dg_1020,페르티아,63~65,91613,메탈 골렘 (화),65,5000,,(드롭 없음),,,,,,,,,
던전,dg_1020,페르티아,63~65,91614,메탈 골렘 (地),65,5000,,(드롭 없음),,,,,,,,,
